steps,minutes,mean_score,median_score,max_score,mean_level,max_level,levels_cleared,ghosts_per_game,unfinished
250000,2.21,3177.0,3340.0,3580,1.3,2,3,2.3,0
500000,4.77,4375.0,4280.0,6380,1.4,2,4,3.9,0
750000,7.41,6281.0,6560.0,8940,1.7,2,7,6.4,0
1000000,9.96,5445.0,5950.0,9070,1.6,3,6,4.8,0
1250000,12.79,6288.0,6795.0,8940,2.0,3,10,5.4,0
1500000,15.54,5607.0,5460.0,9050,1.8,3,8,3.8,0
1750000,18.34,3522.0,3325.0,5320,1.0,1,0,3.5,0
2000000,23.95,8174.0,7940.0,14030,2.1,3,11,7.1,0
