step,episode,return,score,won,length,epsilon,loss
52237,1887,-16.0,80,0,96,0.050,0.06228
52351,1888,56.0,170,0,114,0.050,0.04310
52452,1889,49.0,150,0,101,0.050,0.04255
52522,1890,-290.0,-220,0,70,0.050,0.04373
52573,1891,-301.0,-250,0,51,0.050,0.02913
52648,1892,-225.0,-150,0,75,0.050,0.04150
52701,1893,-323.0,-270,0,53,0.050,0.04614
52756,1894,-265.0,-210,0,55,0.050,0.03140
52828,1895,-272.0,-200,0,72,0.050,0.04172
52888,1896,-290.0,-230,0,60,0.050,0.03957
52937,1897,-269.0,-220,0,49,0.050,0.03855
53005,1898,-168.0,-100,0,68,0.050,0.04303
53056,1899,-261.0,-210,0,51,0.050,0.06659
53111,1900,-265.0,-210,0,55,0.050,0.04564
53163,1901,-292.0,-240,0,52,0.050,0.04445
53221,1902,-248.0,-190,0,58,0.050,0.03785
53298,1903,-77.0,0,0,77,0.050,0.04788
53345,1904,-277.0,-230,0,47,0.050,0.02938
53440,1905,-45.0,50,0,95,0.050,0.04011
53501,1906,-221.0,-160,0,61,0.050,0.02887
53556,1907,-215.0,-160,0,55,0.050,0.04905
53612,1908,-226.0,-170,0,56,0.050,0.04294
53708,1909,-286.0,-190,0,96,0.050,0.04115
53759,1910,-271.0,-220,0,51,0.050,0.03310
53811,1911,-252.0,-200,0,52,0.050,0.04908
53861,1912,-240.0,-190,0,50,0.050,0.04982
53918,1913,-287.0,-230,0,57,0.050,0.04467
54007,1914,21.0,110,0,89,0.050,0.04317
54053,1915,-176.0,-130,0,46,0.050,0.05075
54105,1916,-252.0,-200,0,52,0.050,0.04755
54158,1917,-223.0,-170,0,53,0.050,0.04707
54208,1918,-270.0,-220,0,50,0.050,0.03981
54283,1919,-295.0,-220,0,75,0.050,0.04909
54387,1920,-74.0,30,0,104,0.050,0.04541
54459,1921,-252.0,-180,0,72,0.050,0.04360
54519,1922,-300.0,-240,0,60,0.050,0.04430
54573,1923,-94.0,-40,0,54,0.050,0.04233
54637,1924,-304.0,-240,0,64,0.050,0.04452
54699,1925,-242.0,-180,0,62,0.050,0.04363
54745,1926,-216.0,-170,0,46,0.050,0.04209
54797,1927,-252.0,-200,0,52,0.050,0.04657
54851,1928,-294.0,-240,0,54,0.050,0.04741
54922,1929,-241.0,-170,0,71,0.050,0.03508
55036,1930,-84.0,30,0,114,0.050,0.04273
55093,1931,-297.0,-240,0,57,0.050,0.05053
55154,1932,-241.0,-180,0,61,0.050,0.04938
55244,1933,-100.0,-10,0,90,0.050,0.03431
55334,1934,180.0,270,0,90,0.050,0.05177
55411,1935,-277.0,-200,0,77,0.050,0.03690
55522,1936,-111.0,0,0,111,0.050,0.04724
55656,1937,176.0,310,0,134,0.050,0.03750
55756,1938,-10.0,90,0,100,0.050,0.05023
55865,1939,11.0,120,0,109,0.050,0.04163
55962,1940,-27.0,70,0,97,0.050,0.04840
56113,1941,59.0,210,0,151,0.050,0.04260
56220,1942,-17.0,90,0,107,0.050,0.04597
56262,1943,-182.0,-140,0,42,0.050,0.03317
56314,1944,-262.0,-210,0,52,0.050,0.04061
56412,1945,-58.0,40,0,98,0.050,0.03999
56497,1946,-35.0,50,0,85,0.050,0.03866
56511,1947,-454.0,-440,0,14,0.050,0.04682
56617,1948,-16.0,90,0,106,0.050,0.03842
56666,1949,-299.0,-250,0,49,0.050,0.04597
56837,1950,-31.0,140,0,171,0.050,0.03956
56928,1951,9.0,100,0,91,0.050,0.03752
56979,1952,-281.0,-230,0,51,0.050,0.04318
57038,1953,-279.0,-220,0,59,0.050,0.03614
57097,1954,-269.0,-210,0,59,0.050,0.04085
57161,1955,-274.0,-210,0,64,0.050,0.04536
57207,1956,-256.0,-210,0,46,0.050,0.03417
57334,1957,-7.0,120,0,127,0.050,0.05466
57432,1958,-8.0,90,0,98,0.050,0.03903
57609,1959,-7.0,170,0,177,0.050,0.03620
57745,1960,174.0,310,0,136,0.050,0.03299
57883,1961,-58.0,80,0,138,0.050,0.03911
57971,1962,-18.0,70,0,88,0.050,0.04446
58070,1963,-9.0,90,0,99,0.050,0.04548
58116,1964,-256.0,-210,0,46,0.050,0.05167
58205,1965,-19.0,70,0,89,0.050,0.03979
58285,1966,-300.0,-220,0,80,0.050,0.04105
58367,1967,-142.0,-60,0,82,0.050,0.03632
58423,1968,-286.0,-230,0,56,0.050,0.03509
58458,1969,-315.0,-280,0,35,0.050,0.03935
58522,1970,-274.0,-210,0,64,0.050,0.03564
58608,1971,-126.0,-40,0,86,0.050,0.04884
58680,1972,-262.0,-190,0,72,0.050,0.04275
58771,1973,-11.0,80,0,91,0.050,0.03287
58874,1974,7.0,110,0,103,0.050,0.04495
58923,1975,-279.0,-230,0,49,0.050,0.03414
59009,1976,-286.0,-200,0,86,0.050,0.03439
59104,1977,-35.0,60,0,95,0.050,0.05523
59164,1978,-300.0,-240,0,60,0.050,0.04163
59248,1979,-134.0,-50,0,84,0.050,0.04374
59390,1980,-22.0,120,0,142,0.050,0.04640
59483,1981,-133.0,-40,0,93,0.050,0.03794
59550,1982,-277.0,-210,0,67,0.050,0.03816
59656,1983,-26.0,80,0,106,0.050,0.04058
59757,1984,159.0,260,0,101,0.050,0.03855
59858,1985,49.0,150,0,101,0.050,0.03872
59962,1986,-64.0,40,0,104,0.050,0.04481
