step,episode,return,score,won,length,epsilon,loss
11,1,-491.0,-480,0,11,1.000,nan
23,2,-502.0,-490,0,12,0.999,nan
35,3,-502.0,-490,0,12,0.999,nan
48,4,-463.0,-450,0,13,0.998,nan
65,5,-477.0,-460,0,17,0.998,nan
83,6,-508.0,-490,0,18,0.997,nan
101,7,-458.0,-440,0,18,0.997,nan
113,8,-502.0,-490,0,12,0.996,nan
123,9,-490.0,-480,0,10,0.996,nan
134,10,-501.0,-490,0,11,0.996,nan
145,11,-491.0,-480,0,11,0.995,nan
155,12,-480.0,-470,0,10,0.995,nan
191,13,-526.0,-490,0,36,0.994,nan
209,14,-508.0,-490,0,18,0.993,nan
257,15,-378.0,-330,0,48,0.992,nan
266,16,-479.0,-470,0,9,0.992,nan
278,17,-512.0,-500,0,12,0.991,nan
290,18,-502.0,-490,0,12,0.991,nan
301,19,-501.0,-490,0,11,0.990,nan
312,20,-481.0,-470,0,11,0.990,nan
323,21,-481.0,-470,0,11,0.990,nan
349,22,-506.0,-480,0,26,0.989,nan
360,23,-501.0,-490,0,11,0.989,nan
377,24,-497.0,-480,0,17,0.988,nan
394,25,-467.0,-450,0,17,0.988,nan
405,26,-501.0,-490,0,11,0.987,nan
415,27,-480.0,-470,0,10,0.987,nan
425,28,-480.0,-470,0,10,0.987,nan
437,29,-462.0,-450,0,12,0.986,nan
448,30,-501.0,-490,0,11,0.986,nan
459,31,-481.0,-470,0,11,0.985,nan
469,32,-490.0,-480,0,10,0.985,nan
481,33,-502.0,-490,0,12,0.985,nan
493,34,-502.0,-490,0,12,0.984,nan
505,35,-502.0,-490,0,12,0.984,nan
517,36,-502.0,-490,0,12,0.984,nan
543,37,-506.0,-480,0,26,0.983,nan
554,38,-491.0,-480,0,11,0.982,nan
564,39,-480.0,-470,0,10,0.982,nan
596,40,-502.0,-470,0,32,0.981,nan
605,41,-479.0,-470,0,9,0.981,nan
616,42,-501.0,-490,0,11,0.980,nan
640,43,-494.0,-470,0,24,0.980,nan
650,44,-470.0,-460,0,10,0.979,nan
661,45,-491.0,-480,0,11,0.979,nan
673,46,-492.0,-480,0,12,0.979,nan
682,47,-469.0,-460,0,9,0.978,nan
691,48,-469.0,-460,0,9,0.978,nan
702,49,-491.0,-480,0,11,0.978,nan
720,50,-508.0,-490,0,18,0.977,nan
743,51,-453.0,-430,0,23,0.976,nan
754,52,-501.0,-490,0,11,0.976,nan
772,53,-498.0,-480,0,18,0.976,nan
783,54,-501.0,-490,0,11,0.975,nan
795,55,-502.0,-490,0,12,0.975,nan
807,56,-502.0,-490,0,12,0.974,nan
819,57,-502.0,-490,0,12,0.974,nan
834,58,-475.0,-460,0,15,0.974,nan
843,59,-469.0,-460,0,9,0.973,nan
855,60,-502.0,-490,0,12,0.973,nan
870,61,-485.0,-470,0,15,0.972,nan
893,62,-473.0,-450,0,23,0.972,nan
903,63,-490.0,-480,0,10,0.971,nan
921,64,-508.0,-490,0,18,0.971,nan
942,65,-511.0,-490,0,21,0.970,nan
963,66,-491.0,-470,0,21,0.970,nan
975,67,-502.0,-490,0,12,0.969,nan
1023,68,-468.0,-420,0,48,0.968,nan
1046,69,-473.0,-450,0,23,0.967,nan
1055,70,-459.0,-450,0,9,0.967,nan
1066,71,-501.0,-490,0,11,0.966,nan
1078,72,-502.0,-490,0,12,0.966,nan
1093,73,-475.0,-460,0,15,0.965,nan
1102,74,-479.0,-470,0,9,0.965,nan
1112,75,-480.0,-470,0,10,0.965,nan
1123,76,-501.0,-490,0,11,0.964,nan
1133,77,-490.0,-480,0,10,0.964,nan
1144,78,-481.0,-470,0,11,0.964,nan
1156,79,-502.0,-490,0,12,0.963,nan
1164,80,-468.0,-460,0,8,0.963,nan
1176,81,-502.0,-490,0,12,0.963,nan
1222,82,-436.0,-390,0,46,0.961,nan
1232,83,-490.0,-480,0,10,0.961,nan
1245,84,-463.0,-450,0,13,0.961,nan
1255,85,-490.0,-480,0,10,0.960,nan
1267,86,-462.0,-450,0,12,0.960,nan
1279,87,-502.0,-490,0,12,0.959,nan
1296,88,-497.0,-480,0,17,0.959,nan
1316,89,-500.0,-480,0,20,0.958,nan
1328,90,-502.0,-490,0,12,0.958,nan
1340,91,-492.0,-480,0,12,0.958,nan
1351,92,-501.0,-490,0,11,0.957,nan
1363,93,-502.0,-490,0,12,0.957,nan
1374,94,-501.0,-490,0,11,0.956,nan
1385,95,-501.0,-490,0,11,0.956,nan
1409,96,-494.0,-470,0,24,0.955,nan
1435,97,-516.0,-490,0,26,0.955,nan
1446,98,-501.0,-490,0,11,0.954,nan
1462,99,-436.0,-420,0,16,0.954,nan
1476,100,-444.0,-430,0,14,0.953,nan
1485,101,-479.0,-470,0,9,0.953,nan
1496,102,-491.0,-480,0,11,0.953,nan
1507,103,-491.0,-480,0,11,0.952,nan
1518,104,-481.0,-470,0,11,0.952,nan
1528,105,-490.0,-480,0,10,0.952,nan
1540,106,-502.0,-490,0,12,0.951,nan
1552,107,-502.0,-490,0,12,0.951,nan
1562,108,-490.0,-480,0,10,0.951,nan
1573,109,-491.0,-480,0,11,0.950,nan
1595,110,-502.0,-480,0,22,0.949,nan
1612,111,-497.0,-480,0,17,0.949,nan
1623,112,-481.0,-470,0,11,0.949,nan
1645,113,-512.0,-490,0,22,0.948,nan
1662,114,-457.0,-440,0,17,0.947,nan
1681,115,-469.0,-450,0,19,0.947,nan
1699,116,-478.0,-460,0,18,0.946,nan
1710,117,-491.0,-480,0,11,0.946,nan
1722,118,-502.0,-490,0,12,0.945,nan
1740,119,-468.0,-450,0,18,0.945,nan
1752,120,-502.0,-490,0,12,0.945,nan
1763,121,-481.0,-470,0,11,0.944,nan
1775,122,-502.0,-490,0,12,0.944,nan
1786,123,-481.0,-470,0,11,0.943,nan
1798,124,-502.0,-490,0,12,0.943,nan
1810,125,-502.0,-490,0,12,0.943,nan
1819,126,-479.0,-470,0,9,0.942,nan
1832,127,-453.0,-440,0,13,0.942,nan
1843,128,-491.0,-480,0,11,0.942,nan
1855,129,-502.0,-490,0,12,0.941,nan
1864,130,-479.0,-470,0,9,0.941,nan
1876,131,-492.0,-480,0,12,0.941,nan
1887,132,-501.0,-490,0,11,0.940,nan
1897,133,-480.0,-470,0,10,0.940,nan
1906,134,-459.0,-450,0,9,0.940,nan
1917,135,-501.0,-490,0,11,0.939,nan
1928,136,-501.0,-490,0,11,0.939,nan
1939,137,-501.0,-490,0,11,0.939,nan
1948,138,-479.0,-470,0,9,0.938,nan
1960,139,-502.0,-490,0,12,0.938,nan
1972,140,-502.0,-490,0,12,0.938,nan
1981,141,-479.0,-470,0,9,0.937,nan
2007,142,-496.0,-470,0,26,0.936,0.28220
2018,143,-491.0,-480,0,11,0.936,0.56090
2031,144,-453.0,-440,0,13,0.936,0.19770
2043,145,-502.0,-490,0,12,0.935,0.18717
2054,146,-491.0,-480,0,11,0.935,0.23272
2073,147,-489.0,-470,0,19,0.934,0.33414
2085,148,-502.0,-490,0,12,0.934,0.32182
2095,149,-490.0,-480,0,10,0.934,0.41641
2106,150,-501.0,-490,0,11,0.933,0.32233
2129,151,-493.0,-470,0,23,0.933,0.32712
2147,152,-518.0,-500,0,18,0.932,0.17525
2159,153,-502.0,-490,0,12,0.932,0.32732
2171,154,-462.0,-450,0,12,0.931,0.46485
2193,155,-502.0,-480,0,22,0.931,0.32718
2204,156,-481.0,-470,0,11,0.930,0.28108
2216,157,-512.0,-500,0,12,0.930,0.41694
2227,158,-491.0,-480,0,11,0.929,0.28226
2243,159,-496.0,-480,0,16,0.929,0.21268
2260,160,-507.0,-490,0,17,0.928,0.33639
2268,161,-468.0,-460,0,8,0.928,0.07290
2279,162,-491.0,-480,0,11,0.928,0.34758
2300,163,-491.0,-470,0,21,0.927,0.21133
2312,164,-502.0,-490,0,12,0.927,0.37529
2322,165,-490.0,-480,0,10,0.926,0.35082
2335,166,-463.0,-450,0,13,0.926,0.41617
2347,167,-502.0,-490,0,12,0.926,0.41808
2368,168,-511.0,-490,0,21,0.925,0.25738
2380,169,-502.0,-490,0,12,0.925,0.00454
2392,170,-492.0,-480,0,12,0.924,0.14269
2401,171,-479.0,-470,0,9,0.924,0.28148
2413,172,-502.0,-490,0,12,0.924,0.09386
2425,173,-502.0,-490,0,12,0.923,0.60489
2436,174,-481.0,-470,0,11,0.923,0.37672
2447,175,-501.0,-490,0,11,0.923,0.21066
2471,176,-474.0,-450,0,24,0.922,0.14176
2480,177,-479.0,-470,0,9,0.921,0.51028
2503,178,-453.0,-430,0,23,0.921,0.33550
2514,179,-491.0,-480,0,11,0.920,0.18696
2525,180,-491.0,-480,0,11,0.920,0.37202
2544,181,-409.0,-390,0,19,0.919,0.19799
2555,182,-501.0,-490,0,11,0.919,0.21248
2568,183,-453.0,-440,0,13,0.919,0.28301
2586,184,-488.0,-470,0,18,0.918,0.24488
2595,185,-469.0,-460,0,9,0.918,0.20812
2607,186,-472.0,-460,0,12,0.917,0.18555
2618,187,-481.0,-470,0,11,0.917,0.04795
2629,188,-501.0,-490,0,11,0.917,0.64808
2638,189,-469.0,-460,0,9,0.916,0.34928
2648,190,-480.0,-470,0,10,0.916,0.31976
2657,191,-469.0,-460,0,9,0.916,0.00358
2669,192,-502.0,-490,0,12,0.915,0.27523
2681,193,-512.0,-500,0,12,0.915,0.41306
2692,194,-501.0,-490,0,11,0.915,0.27521
2704,195,-472.0,-460,0,12,0.914,0.28222
2718,196,-454.0,-440,0,14,0.914,0.23444
2727,197,-479.0,-470,0,9,0.914,0.27921
2737,198,-480.0,-470,0,10,0.913,0.46402
2748,199,-501.0,-490,0,11,0.913,0.32879
2760,200,-502.0,-490,0,12,0.913,0.37218
2779,201,-489.0,-470,0,19,0.912,0.34936
2786,202,-457.0,-450,0,7,0.912,0.07430
2796,203,-490.0,-480,0,10,0.911,0.23343
2808,204,-502.0,-490,0,12,0.911,0.32715
2818,205,-490.0,-480,0,10,0.911,0.28267
2841,206,-483.0,-460,0,23,0.910,0.34959
2852,207,-501.0,-490,0,11,0.910,0.32687
2863,208,-501.0,-490,0,11,0.909,0.14384
2873,209,-490.0,-480,0,10,0.909,0.28025
2883,210,-480.0,-470,0,10,0.909,0.48832
2895,211,-492.0,-480,0,12,0.908,0.32519
2906,212,-491.0,-480,0,11,0.908,0.23405
2915,213,-469.0,-460,0,9,0.908,0.28030
2930,214,-435.0,-420,0,15,0.907,0.17480
2942,215,-502.0,-490,0,12,0.907,0.46390
2954,216,-502.0,-490,0,12,0.906,0.37326
2965,217,-491.0,-480,0,11,0.906,0.37296
2986,218,-441.0,-420,0,21,0.905,0.39140
2996,219,-490.0,-480,0,10,0.905,0.32542
3005,220,-469.0,-460,0,9,0.905,0.00314
3017,221,-512.0,-500,0,12,0.904,0.14075
3029,222,-502.0,-490,0,12,0.904,0.27657
3041,223,-502.0,-490,0,12,0.904,0.41556
3053,224,-502.0,-490,0,12,0.903,0.32200
3065,225,-502.0,-490,0,12,0.903,0.27718
3077,226,-502.0,-490,0,12,0.903,0.50800
3089,227,-482.0,-470,0,12,0.902,0.18735
3099,228,-490.0,-480,0,10,0.902,0.41364
3111,229,-502.0,-490,0,12,0.901,0.32417
3123,230,-502.0,-490,0,12,0.901,0.23156
3135,231,-502.0,-490,0,12,0.901,0.55107
3147,232,-502.0,-490,0,12,0.900,0.23333
3155,233,-458.0,-450,0,8,0.900,0.27718
3173,234,-508.0,-490,0,18,0.900,0.30386
3198,235,-495.0,-470,0,25,0.899,0.32422
3210,236,-502.0,-490,0,12,0.898,0.36962
3223,237,-453.0,-440,0,13,0.898,0.23133
3246,238,-473.0,-450,0,23,0.897,0.30059
3258,239,-502.0,-490,0,12,0.897,0.23288
3283,240,-485.0,-460,0,25,0.896,0.41489
3292,241,-479.0,-470,0,9,0.896,0.18752
3310,242,-498.0,-480,0,18,0.895,0.34607
3323,243,-463.0,-450,0,13,0.895,0.18631
3335,244,-502.0,-490,0,12,0.894,0.32443
3345,245,-490.0,-480,0,10,0.894,0.41431
3356,246,-491.0,-480,0,11,0.894,0.32288
3384,247,-508.0,-480,0,28,0.893,0.27658
3395,248,-441.0,-430,0,11,0.892,0.20828
3406,249,-501.0,-490,0,11,0.892,0.09355
3415,250,-469.0,-460,0,9,0.892,0.20823
3427,251,-502.0,-490,0,12,0.891,0.36658
3438,252,-501.0,-490,0,11,0.891,0.32201
3450,253,-492.0,-480,0,12,0.891,0.23338
3462,254,-502.0,-490,0,12,0.890,0.14074
3474,255,-502.0,-490,0,12,0.890,0.41364
3484,256,-480.0,-470,0,10,0.890,0.50701
3495,257,-501.0,-490,0,11,0.889,0.07212
3504,258,-479.0,-470,0,9,0.889,0.55101
3516,259,-502.0,-490,0,12,0.889,0.36774
3527,260,-481.0,-470,0,11,0.888,0.34401
3563,261,-496.0,-460,0,36,0.887,0.21797
3574,262,-501.0,-490,0,11,0.887,0.18712
3585,263,-481.0,-470,0,11,0.886,0.23193
3596,264,-501.0,-490,0,11,0.886,0.27731
3607,265,-481.0,-470,0,11,0.886,0.69422
3623,266,-496.0,-480,0,16,0.885,0.27879
3635,267,-502.0,-490,0,12,0.885,0.27479
3653,268,-408.0,-390,0,18,0.884,0.38772
3663,269,-490.0,-480,0,10,0.884,0.20849
3688,270,-485.0,-460,0,25,0.883,0.31682
3697,271,-469.0,-460,0,9,0.883,0.14179
3707,272,-490.0,-480,0,10,0.883,0.61754
3715,273,-458.0,-450,0,8,0.882,0.34617
3733,274,-498.0,-480,0,18,0.882,0.24941
3744,275,-491.0,-480,0,11,0.881,0.41305
3752,276,-458.0,-450,0,8,0.881,0.47858
3763,277,-501.0,-490,0,11,0.881,0.27545
3778,278,-475.0,-460,0,15,0.880,0.41115
3787,279,-479.0,-470,0,9,0.880,0.27481
3804,280,-477.0,-460,0,17,0.880,0.46707
3815,281,-491.0,-480,0,11,0.879,0.34524
3827,282,-502.0,-490,0,12,0.879,0.27901
3838,283,-501.0,-490,0,11,0.878,0.23171
3871,284,-513.0,-480,0,33,0.877,0.31164
3886,285,-485.0,-470,0,15,0.877,0.44840
3898,286,-502.0,-490,0,12,0.877,0.41189
3910,287,-502.0,-490,0,12,0.876,0.37034
3921,288,-481.0,-470,0,11,0.876,0.45823
3933,289,-502.0,-490,0,12,0.875,0.41242
3945,290,-502.0,-490,0,12,0.875,0.14173
3958,291,-453.0,-440,0,13,0.875,0.18664
3967,292,-469.0,-460,0,9,0.874,0.54802
3978,293,-501.0,-490,0,11,0.874,0.45675
3990,294,-512.0,-500,0,12,0.874,0.13874
4002,295,-502.0,-490,0,12,0.873,0.41032
4017,296,-435.0,-420,0,15,0.873,0.50785
4027,297,-480.0,-470,0,10,0.872,0.33727
4039,298,-492.0,-480,0,12,0.872,0.05273
4051,299,-502.0,-490,0,12,0.872,0.53696
4073,300,-502.0,-480,0,22,0.871,0.27149
4085,301,-502.0,-490,0,12,0.871,0.26841
4097,302,-502.0,-490,0,12,0.870,0.31492
4109,303,-502.0,-490,0,12,0.870,0.13393
4125,304,-496.0,-480,0,16,0.869,0.36702
4147,305,-492.0,-470,0,22,0.869,0.29194
4159,306,-502.0,-490,0,12,0.868,0.31332
4169,307,-490.0,-480,0,10,0.868,0.13496
4194,308,-495.0,-470,0,25,0.867,0.33026
4206,309,-502.0,-490,0,12,0.867,0.39085
4230,310,-464.0,-440,0,24,0.866,0.38823
4242,311,-502.0,-490,0,12,0.866,0.30443
4252,312,-490.0,-480,0,10,0.865,0.22612
4274,313,-512.0,-490,0,22,0.865,0.34335
4287,314,-463.0,-450,0,13,0.864,0.26847
4297,315,-490.0,-480,0,10,0.864,0.22043
4307,316,-480.0,-470,0,10,0.864,0.32418
4319,317,-492.0,-480,0,12,0.863,0.42919
4334,318,-475.0,-460,0,15,0.863,0.22642
4346,319,-502.0,-490,0,12,0.862,0.22177
4355,320,-469.0,-460,0,9,0.862,0.25641
4389,321,-454.0,-420,0,34,0.861,0.23263
4397,322,-468.0,-460,0,8,0.861,0.19079
4409,323,-492.0,-480,0,12,0.860,0.28853
4420,324,-501.0,-490,0,11,0.860,0.29442
4440,325,-490.0,-470,0,20,0.859,0.38677
4452,326,-482.0,-470,0,12,0.859,0.30700
4463,327,-491.0,-480,0,11,0.859,0.15092
4491,328,-508.0,-480,0,28,0.858,0.30535
4502,329,-501.0,-490,0,11,0.857,0.22205
4512,330,-490.0,-480,0,10,0.857,0.45433
4523,331,-501.0,-490,0,11,0.857,0.35878
4535,332,-512.0,-500,0,12,0.856,0.41036
4553,333,-508.0,-490,0,18,0.856,0.40428
4565,334,-502.0,-490,0,12,0.855,0.36732
4577,335,-502.0,-490,0,12,0.855,0.36673
4589,336,-502.0,-490,0,12,0.855,0.21973
4602,337,-473.0,-460,0,13,0.854,0.48160
4611,338,-469.0,-460,0,9,0.854,0.11674
4622,339,-481.0,-470,0,11,0.854,0.26462
4631,340,-469.0,-460,0,9,0.853,0.38575
4640,341,-479.0,-470,0,9,0.853,0.28845
4650,342,-470.0,-460,0,10,0.853,0.22929
4663,343,-463.0,-450,0,13,0.852,0.12301
4676,344,-463.0,-450,0,13,0.852,0.36621
4689,345,-463.0,-450,0,13,0.852,0.16649
4707,346,-508.0,-490,0,18,0.851,0.20378
4716,347,-479.0,-470,0,9,0.851,0.22031
4728,348,-502.0,-490,0,12,0.850,0.32993
4751,349,-413.0,-390,0,23,0.850,0.31758
4762,350,-491.0,-480,0,11,0.849,0.18115
4774,351,-502.0,-490,0,12,0.849,0.32122
4785,352,-491.0,-480,0,11,0.848,0.17147
4795,353,-490.0,-480,0,10,0.848,0.24999
4807,354,-472.0,-460,0,12,0.848,0.25106
4819,355,-502.0,-490,0,12,0.847,0.36249
4831,356,-512.0,-500,0,12,0.847,0.26960
4842,357,-501.0,-490,0,11,0.847,0.21447
4860,358,-438.0,-420,0,18,0.846,0.17950
4869,359,-479.0,-470,0,9,0.846,0.26132
4884,360,-445.0,-430,0,15,0.845,0.32123
4905,361,-461.0,-440,0,21,0.845,0.18989
4935,362,-410.0,-380,0,30,0.844,0.21440
4944,363,-479.0,-470,0,9,0.843,0.13128
4961,364,-497.0,-480,0,17,0.843,0.29618
4973,365,-502.0,-490,0,12,0.843,0.28757
4996,366,-453.0,-430,0,23,0.842,0.27618
5007,367,-501.0,-490,0,11,0.841,0.54917
5028,368,-411.0,-390,0,21,0.841,0.17946
5039,369,-501.0,-490,0,11,0.840,0.26994
5048,370,-479.0,-470,0,9,0.840,0.20310
5056,371,-468.0,-460,0,8,0.840,0.21088
5069,372,-463.0,-450,0,13,0.839,0.21715
5081,373,-502.0,-490,0,12,0.839,0.28078
5100,374,-479.0,-460,0,19,0.839,0.09891
5112,375,-502.0,-490,0,12,0.838,0.22643
5124,376,-502.0,-490,0,12,0.838,0.19246
5141,377,-507.0,-490,0,17,0.837,0.11002
5163,378,-512.0,-490,0,22,0.837,0.11070
5175,379,-502.0,-490,0,12,0.836,0.18492
5189,380,-444.0,-430,0,14,0.836,0.11359
5198,381,-479.0,-470,0,9,0.835,0.08870
5210,382,-502.0,-490,0,12,0.835,0.23655
5219,383,-479.0,-470,0,9,0.835,0.15536
5229,384,-490.0,-480,0,10,0.834,0.11639
5240,385,-471.0,-460,0,11,0.834,0.11372
5251,386,-491.0,-480,0,11,0.834,0.04488
5258,387,-457.0,-450,0,7,0.833,0.26955
5270,388,-502.0,-490,0,12,0.833,0.13382
5287,389,-467.0,-450,0,17,0.833,0.21607
5296,390,-479.0,-470,0,9,0.832,0.09646
5307,391,-481.0,-470,0,11,0.832,0.15447
5329,392,-492.0,-470,0,22,0.831,0.24663
5354,393,-485.0,-460,0,25,0.830,0.10710
5364,394,-490.0,-480,0,10,0.830,0.09801
5376,395,-472.0,-460,0,12,0.830,0.18501
5388,396,-502.0,-490,0,12,0.829,0.09055
5396,397,-468.0,-460,0,8,0.829,0.10834
5408,398,-502.0,-490,0,12,0.829,0.17774
5420,399,-502.0,-490,0,12,0.828,0.19678
5430,400,-490.0,-480,0,10,0.828,0.10198
5442,401,-502.0,-490,0,12,0.828,0.17730
5453,402,-501.0,-490,0,11,0.827,0.13374
5467,403,-454.0,-440,0,14,0.827,0.17968
5476,404,-479.0,-470,0,9,0.827,0.26299
5488,405,-502.0,-490,0,12,0.826,0.24159
5505,406,-487.0,-470,0,17,0.826,0.18171
5532,407,-487.0,-460,0,27,0.825,0.20376
5544,408,-462.0,-450,0,12,0.824,0.19350
5556,409,-502.0,-490,0,12,0.824,0.17470
5568,410,-502.0,-490,0,12,0.824,0.31826
5580,411,-502.0,-490,0,12,0.823,0.22922
5590,412,-480.0,-470,0,10,0.823,0.16760
5602,413,-492.0,-480,0,12,0.823,0.15106
5614,414,-502.0,-490,0,12,0.822,0.25385
5644,415,-470.0,-440,0,30,0.821,0.15992
5655,416,-501.0,-490,0,11,0.821,0.15570
5673,417,-508.0,-490,0,18,0.820,0.19338
5684,418,-501.0,-490,0,11,0.820,0.13187
5694,419,-490.0,-480,0,10,0.820,0.16685
5712,420,-498.0,-480,0,18,0.819,0.09147
5761,421,-359.0,-310,0,49,0.818,0.15480
5772,422,-491.0,-480,0,11,0.817,0.06114
5784,423,-502.0,-490,0,12,0.817,0.20118
5796,424,-502.0,-490,0,12,0.816,0.12677
5808,425,-502.0,-490,0,12,0.816,0.14010
5823,426,-435.0,-420,0,15,0.816,0.16931
5834,427,-491.0,-480,0,11,0.815,0.07813
5886,428,-172.0,-120,0,52,0.814,0.11249
5896,429,-480.0,-470,0,10,0.813,0.10081
5912,430,-496.0,-480,0,16,0.813,0.20194
5924,431,-502.0,-490,0,12,0.812,0.26562
5936,432,-502.0,-490,0,12,0.812,0.33496
5947,433,-481.0,-470,0,11,0.812,0.18844
5959,434,-502.0,-490,0,12,0.811,0.06495
5970,435,-481.0,-470,0,11,0.811,0.10693
5979,436,-479.0,-470,0,9,0.811,0.17222
5989,437,-490.0,-480,0,10,0.810,0.14221
6001,438,-502.0,-490,0,12,0.810,0.04888
6023,439,-442.0,-420,0,22,0.809,0.18110
6063,440,-520.0,-480,0,40,0.808,0.19875
6074,441,-501.0,-490,0,11,0.808,0.14467
6085,442,-501.0,-490,0,11,0.807,0.16946
6094,443,-459.0,-450,0,9,0.807,0.06126
6106,444,-502.0,-490,0,12,0.807,0.04422
6120,445,-444.0,-430,0,14,0.806,0.17422
6127,446,-457.0,-450,0,7,0.806,0.06984
6145,447,-448.0,-430,0,18,0.805,0.20256
6157,448,-502.0,-490,0,12,0.805,0.14225
6167,449,-480.0,-470,0,10,0.805,0.25075
6176,450,-469.0,-460,0,9,0.804,0.10350
6188,451,-502.0,-490,0,12,0.804,0.15032
6199,452,-501.0,-490,0,11,0.804,0.17467
6212,453,-453.0,-440,0,13,0.803,0.22892
6224,454,-502.0,-490,0,12,0.803,0.11511
6236,455,-462.0,-450,0,12,0.803,0.11101
6245,456,-479.0,-470,0,9,0.802,0.10375
6259,457,-444.0,-430,0,14,0.802,0.21271
6270,458,-491.0,-480,0,11,0.801,0.20616
6279,459,-479.0,-470,0,9,0.801,0.19771
6291,460,-502.0,-490,0,12,0.801,0.18286
6303,461,-512.0,-500,0,12,0.800,0.19596
6315,462,-502.0,-490,0,12,0.800,0.22732
6327,463,-502.0,-490,0,12,0.800,0.19930
6338,464,-491.0,-480,0,11,0.799,0.15335
6349,465,-501.0,-490,0,11,0.799,0.30149
6359,466,-490.0,-480,0,10,0.799,0.16115
6371,467,-502.0,-490,0,12,0.798,0.16245
6390,468,-459.0,-440,0,19,0.798,0.11200
6400,469,-480.0,-470,0,10,0.797,0.10341
6418,470,-468.0,-450,0,18,0.797,0.03367
6430,471,-492.0,-480,0,12,0.796,0.04294
6439,472,-479.0,-470,0,9,0.796,0.14301
6447,473,-468.0,-460,0,8,0.796,0.08357
6458,474,-501.0,-490,0,11,0.795,0.08470
6482,475,-504.0,-480,0,24,0.795,0.12311
6494,476,-502.0,-490,0,12,0.794,0.03956
6506,477,-472.0,-460,0,12,0.794,0.19148
6518,478,-502.0,-490,0,12,0.794,0.22443
6528,479,-490.0,-480,0,10,0.793,0.13867
6557,480,-479.0,-450,0,29,0.792,0.08918
6568,481,-461.0,-450,0,11,0.792,0.07700
6586,482,-498.0,-480,0,18,0.791,0.18075
6598,483,-502.0,-490,0,12,0.791,0.22338
6610,484,-502.0,-490,0,12,0.791,0.05661
6621,485,-501.0,-490,0,11,0.790,0.22861
6636,486,-445.0,-430,0,15,0.790,0.24100
6648,487,-502.0,-490,0,12,0.789,0.07381
6661,488,-453.0,-440,0,13,0.789,0.12640
6675,489,-454.0,-440,0,14,0.789,0.12354
6685,490,-480.0,-470,0,10,0.788,0.13544
6734,491,-529.0,-480,0,49,0.787,0.16150
6744,492,-480.0,-470,0,10,0.786,0.16923
6754,493,-480.0,-470,0,10,0.786,0.12659
6766,494,-492.0,-480,0,12,0.786,0.05808
6776,495,-490.0,-480,0,10,0.785,0.13389
6785,496,-469.0,-460,0,9,0.785,0.02811
6800,497,-445.0,-430,0,15,0.785,0.13388
6809,498,-479.0,-470,0,9,0.784,0.21050
6818,499,-459.0,-450,0,9,0.784,0.16374
6831,500,-463.0,-450,0,13,0.784,0.11477
6850,501,-459.0,-440,0,19,0.783,0.15735
6862,502,-502.0,-490,0,12,0.783,0.10104
6874,503,-502.0,-490,0,12,0.782,0.21876
6886,504,-502.0,-490,0,12,0.782,0.16999
6898,505,-502.0,-490,0,12,0.782,0.20839
6910,506,-502.0,-490,0,12,0.781,0.16368
6928,507,-498.0,-480,0,18,0.781,0.05575
6938,508,-450.0,-440,0,10,0.780,0.06173
6950,509,-462.0,-450,0,12,0.780,0.10131
6957,510,-457.0,-450,0,7,0.780,0.11280
6969,511,-502.0,-490,0,12,0.779,0.05762
6990,512,-501.0,-480,0,21,0.779,0.14386
7009,513,-489.0,-470,0,19,0.778,0.16501
7020,514,-491.0,-480,0,11,0.778,0.28468
7031,515,-481.0,-470,0,11,0.777,0.30922
7043,516,-492.0,-480,0,12,0.777,0.18283
7054,517,-501.0,-490,0,11,0.777,0.18933
7083,518,-499.0,-470,0,29,0.776,0.20033
7104,519,-481.0,-460,0,21,0.775,0.16743
7115,520,-501.0,-490,0,11,0.775,0.13268
7123,521,-468.0,-460,0,8,0.774,0.13165
7135,522,-492.0,-480,0,12,0.774,0.18252
7147,523,-492.0,-480,0,12,0.774,0.05252
7159,524,-502.0,-490,0,12,0.773,0.14413
7171,525,-502.0,-490,0,12,0.773,0.07108
7183,526,-502.0,-490,0,12,0.773,0.08939
7193,527,-480.0,-470,0,10,0.772,0.22394
7232,528,-509.0,-470,0,39,0.771,0.13105
7242,529,-490.0,-480,0,10,0.771,0.19212
7254,530,-502.0,-490,0,12,0.770,0.14373
7266,531,-492.0,-480,0,12,0.770,0.08492
7276,532,-480.0,-470,0,10,0.770,0.13913
7285,533,-469.0,-460,0,9,0.769,0.07577
7297,534,-502.0,-490,0,12,0.769,0.23538
7308,535,-491.0,-480,0,11,0.769,0.10950
7326,536,-498.0,-480,0,18,0.768,0.13710
7340,537,-434.0,-420,0,14,0.768,0.06632
7352,538,-502.0,-490,0,12,0.767,0.17283
7363,539,-481.0,-470,0,11,0.767,0.01965
7373,540,-490.0,-480,0,10,0.767,0.08783
7384,541,-491.0,-480,0,11,0.766,0.20641
7396,542,-502.0,-490,0,12,0.766,0.10722
7408,543,-502.0,-490,0,12,0.765,0.07849
7417,544,-469.0,-460,0,9,0.765,0.04673
7429,545,-502.0,-490,0,12,0.765,0.07890
7441,546,-502.0,-490,0,12,0.764,0.10413
7452,547,-471.0,-460,0,11,0.764,0.01777
7462,548,-480.0,-470,0,10,0.764,0.23310
7475,549,-453.0,-440,0,13,0.763,0.20242
7487,550,-462.0,-450,0,12,0.763,0.13611
7496,551,-479.0,-470,0,9,0.763,0.01327
